row_id,Source,Reference,Translation,gold_errors,top5_predicted,hits,num_gold,num_hits,recall_at_5,precision_at_5,exact_match,exact_containment,all_scores_json
431,"The vertical clearance under the bridge is 15 meters. Construction was completed in August 2011, it didn't open to traffic until March 2017.","पुल के नीचे वर्टिकल क्लीयरेंस 15 मीटर है। निर्माण अगस्त 2011 में पूरा हो गया था, यह मार्च 2017 तक यातायात के लिए नहीं खोला गया था।","पुल के नीचे लंबवत निकासी 15 मीटर है। निर्माण अगस्त 2011 में पूरा हुआ, यह मार्च 2017 तक यातायात के लिए खुला नहीं था।",[],"[""untranslated_text"", ""awkward"", ""grammar"", ""inappropriate_for_context"", ""mistranslation""]",[],0,0,,0.0,,,"[{""error"": ""untranslated_text"", ""score"": 0.63, ""prob"": 0.7, ""conf"": 90.0}, {""error"": ""awkward"", ""score"": 0.5599999999999999, ""prob"": 0.7, ""conf"": 80.0}, {""error"": ""grammar"", ""score"": 0.30000000000000004, ""prob"": 0.4, ""conf"": 75.0}, {""error"": ""inappropriate_for_context"", ""score"": 0.18, ""prob"": 0.3, ""conf"": 60.0}, {""error"": ""mistranslation"", ""score"": 0.09000000000000001, ""prob"": 0.1, ""conf"": 90.0}, {""error"": ""register"", ""score"": 0.085, ""prob"": 0.1, ""conf"": 85.0}, {""error"": ""addition"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""omission"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""punctuation"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""spelling"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""inconsistency"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""characterEncoding"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""inconsistency_use"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 90.0}]"
432,"The stretch between Point Marion and Fairmont presents the most challenging driving conditions on the Buffalo-Pittsburgh Highway, passing frequently through isolated backwoods terrain.","बफ़ेलो-पिट्सबर्ग हाइवे पर पॉइंट मैरियन और फ़ेयरमोंट के बीच का हिस्सा गाड़ी चलाने की सबसे चुनौती भरी स्थितियाँ पैदा करता है, जहाँ रास्ता अक्सर सुनसान जंगल के बीच से होकर गुज़रता है.","प्वाइंट मैरियन और फेयरमोंट के बीच का हिस्सा बफ़ेलो-पिट्सबर्ग राजमार्ग पर सबसे चुनौतीपूर्ण ड्राइविंग स्थितियों को प्रस्तुत करता है, जो अक्सर अलग-थलग पड़े बैकवुड इलाकों से गुजरता है।","[""untranslated_text""]","[""awkward"", ""inappropriate_for_context"", ""grammar"", ""register"", ""addition""]",[],1,0,0.0,0.0,False,False,"[{""error"": ""awkward"", ""score"": 0.22499999999999998, ""prob"": 0.3, ""conf"": 75.0}, {""error"": ""inappropriate_for_context"", ""score"": 0.09000000000000001, ""prob"": 0.1, ""conf"": 90.0}, {""error"": ""grammar"", ""score"": 0.045000000000000005, ""prob"": 0.05, ""conf"": 90.0}, {""error"": ""register"", ""score"": 0.045000000000000005, ""prob"": 0.05, ""conf"": 90.0}, {""error"": ""addition"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""omission"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""mistranslation"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""untranslated_text"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""punctuation"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""spelling"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""inconsistency"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""characterEncoding"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""inconsistency_use"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}]"
433,"Greenland was settled sparsely. In the Norse sagas they say that Erik the Red was exiled from Iceland for murder, and when travelling further west, found Greenland and named it Greenland.","ग्रीनलैंड को बहुत कम जगह बसाया गया था. नॉर्स सगास में वे कहते हैं कि एरिक रेड हत्या के लिए आइसलैंड से निर्वासित किया गया था, और आगे पश्चिम की यात्रा करते समय, ग्रीनलैंड मिला जिसे ग्रीनलैंड नाम दिया गया.",नर्स गानों में वे कहते हैं कि हत्या के लिए एरिक रेड आइसलैंड से निर्वासित किया गया था और आगे पश्चिम की यात्रा करते समय ग्रीनलैंड मिला और इसका नाम ग्रीनलैंड रखा गया।,"[""grammar"", ""mistranslation"", ""omission"", ""spelling""]","[""omission"", ""awkward"", ""punctuation"", ""grammar"", ""mistranslation""]","[""grammar"", ""mistranslation"", ""omission""]",4,3,0.75,0.6,False,False,"[{""error"": ""omission"", ""score"": 0.595, ""prob"": 0.7, ""conf"": 85.0}, {""error"": ""awkward"", ""score"": 0.595, ""prob"": 0.7, ""conf"": 85.0}, {""error"": ""punctuation"", ""score"": 0.44999999999999996, ""prob"": 0.6, ""conf"": 75.0}, {""error"": ""grammar"", ""score"": 0.24, ""prob"": 0.3, ""conf"": 80.0}, {""error"": ""mistranslation"", ""score"": 0.21, ""prob"": 0.3, ""conf"": 70.0}, {""error"": ""inappropriate_for_context"", ""score"": 0.21, ""prob"": 0.3, ""conf"": 70.0}, {""error"": ""register"", ""score"": 0.09000000000000001, ""prob"": 0.1, ""conf"": 90.0}, {""error"": ""addition"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""untranslated_text"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""spelling"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""inconsistency"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""characterEncoding"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""inconsistency_use"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 90.0}]"
434,"He was robbed by pirates, attacked in Tibet by a rabid dog, escaped marriage in Nepal and was arrested in India.","उसे समुद्री डाकुओं ने लूटा था, तिब्बत में पागल कुत्ते ने हमला किया, नेपाल में शादी से भाग निकला और भारत में गिरफ्तार कर लिया गया।","वह समुद्री डाकुओं द्वारा लूट लिया गया था, तिब्बत में एक पागल कुत्ते द्वारा हमला किया गया था, नेपाल में शादी से बच गया था और भारत में गिरफ्तार किया गया था।",[],"[""awkward"", ""register"", ""grammar"", ""omission"", ""mistranslation""]",[],0,0,,0.0,,,"[{""error"": ""awkward"", ""score"": 0.63, ""prob"": 0.7, ""conf"": 90.0}, {""error"": ""register"", ""score"": 0.24, ""prob"": 0.3, ""conf"": 80.0}, {""error"": ""grammar"", ""score"": 0.1425, ""prob"": 0.15, ""conf"": 95.0}, {""error"": ""omission"", ""score"": 0.095, ""prob"": 0.1, ""conf"": 95.0}, {""error"": ""mistranslation"", ""score"": 0.095, ""prob"": 0.1, ""conf"": 95.0}, {""error"": ""inappropriate_for_context"", ""score"": 0.095, ""prob"": 0.1, ""conf"": 95.0}, {""error"": ""addition"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""untranslated_text"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""punctuation"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 100.0}, {""error"": ""spelling"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 100.0}, {""error"": ""inconsistency"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""characterEncoding"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""inconsistency_use"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}]"
435,"This offers a good opportunity to see the Aurora borealis, as the sky will be dark more or less around the clock.","यह ऑरोरा बोरेलिस को देखने का एक अच्छा अवसर प्रदान करता है, क्योंकि आकाश में उस समय अंधकार सा ही रहेगा।","यह अरोड़ा बोरेलिसको देखने का एक अच्छा अवसर प्रदान करता है, क्योंकि आकाश घड़ी के आसपास कमोबेश अंधेरा हो जाएगा।","[""grammar"", ""mistranslation"", ""spelling""]","[""untranslated_text"", ""inappropriate_for_context"", ""awkward"", ""addition"", ""omission""]",[],3,0,0.0,0.0,False,False,"[{""error"": ""untranslated_text"", ""score"": 0.81, ""prob"": 0.9, ""conf"": 90.0}, {""error"": ""inappropriate_for_context"", ""score"": 0.7200000000000001, ""prob"": 0.8, ""conf"": 90.0}, {""error"": ""awkward"", ""score"": 0.22499999999999998, ""prob"": 0.3, ""conf"": 75.0}, {""error"": ""addition"", ""score"": 0.09000000000000001, ""prob"": 0.1, ""conf"": 90.0}, {""error"": ""omission"", ""score"": 0.09000000000000001, ""prob"": 0.1, ""conf"": 90.0}, {""error"": ""mistranslation"", ""score"": 0.09000000000000001, ""prob"": 0.1, ""conf"": 90.0}, {""error"": ""grammar"", ""score"": 0.09000000000000001, ""prob"": 0.1, ""conf"": 90.0}, {""error"": ""spelling"", ""score"": 0.085, ""prob"": 0.1, ""conf"": 85.0}, {""error"": ""punctuation"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 100.0}, {""error"": ""register"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""inconsistency"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""characterEncoding"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""inconsistency_use"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 90.0}]"
436,"Cochamó Valley - Chile's premier climbing destination, known as the Yosemite of South America, with a variety of granite big walls and crags.","कोखमो घाटी - चिली में चढ़ाई की खास जगह है, जिसे दक्षिणी अमेरिका के योसेमाइट के नाम से भी जाना जाता है, यहाँ खड़ी चट्टानें और ग्रेनाइट की कई तरह की दीवारें हैं.",कोचम घाटी- दक्षिण अमेरिका के योसमाइट के नाम से जाना जाने वाला चिली का प्रीमियरपर्वतारोहण गंतव्य कई तरह की ग्रेनाइट बड़ी दीवारों और क्रैग के साथ है।,"[""grammar"", ""spelling"", ""untranslated_text""]","[""awkward"", ""grammar"", ""omission"", ""mistranslation"", ""punctuation""]","[""grammar""]",3,1,0.3333333333333333,0.2,False,False,"[{""error"": ""awkward"", ""score"": 0.595, ""prob"": 0.7, ""conf"": 85.0}, {""error"": ""grammar"", ""score"": 0.27, ""prob"": 0.3, ""conf"": 90.0}, {""error"": ""omission"", ""score"": 0.17, ""prob"": 0.2, ""conf"": 85.0}, {""error"": ""mistranslation"", ""score"": 0.17, ""prob"": 0.2, ""conf"": 85.0}, {""error"": ""punctuation"", ""score"": 0.095, ""prob"": 0.1, ""conf"": 95.0}, {""error"": ""register"", ""score"": 0.09000000000000001, ""prob"": 0.1, ""conf"": 90.0}, {""error"": ""inappropriate_for_context"", ""score"": 0.09000000000000001, ""prob"": 0.1, ""conf"": 90.0}, {""error"": ""untranslated_text"", ""score"": 0.085, ""prob"": 0.1, ""conf"": 85.0}, {""error"": ""addition"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""spelling"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""inconsistency"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 90.0}, {""error"": ""characterEncoding"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 100.0}, {""error"": ""inconsistency_use"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}]"
437,Fellow wrestlers also paid tribute to Luna.,लूना को साथी पहलवानों ने भी श्रद्धांजलि दी.,साथी पहलवानों ने भी लूना को श्रद्धांजलि दी।,[],"[""punctuation"", ""grammar"", ""register"", ""addition"", ""omission""]",[],0,0,,0.0,,,"[{""error"": ""punctuation"", ""score"": 0.0475, ""prob"": 0.05, ""conf"": 95.0}, {""error"": ""grammar"", ""score"": 0.0475, ""prob"": 0.05, ""conf"": 95.0}, {""error"": ""register"", ""score"": 0.0475, ""prob"": 0.05, ""conf"": 95.0}, {""error"": ""addition"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 100.0}, {""error"": ""omission"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 100.0}, {""error"": ""mistranslation"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 100.0}, {""error"": ""untranslated_text"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 100.0}, {""error"": ""spelling"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 100.0}, {""error"": ""inconsistency"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 100.0}, {""error"": ""characterEncoding"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 100.0}, {""error"": ""inappropriate_for_context"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 100.0}, {""error"": ""inconsistency_use"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 100.0}, {""error"": ""awkward"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}]"
438,Remains of sewage systems have been found in the houses of the Minoan cities of Crete and Santorini in Greece.,ग्रीस में मिनोअन सिटीज़ ऑफ़ क्रेटे एंड सांटोरिनी के घरों में सिवेज सिस्टम्स के अवशेष पाए गए हैं.,सीवेज प्रणालियों के अवशेष ग्रीस में क्रीट और सैंटोरिनी के मिनोअन शहरों के घरों में पाए गए हैं।,"[""untranslated_text""]","[""inappropriate_for_context"", ""awkward"", ""punctuation"", ""grammar"", ""register""]",[],1,0,0.0,0.0,False,False,"[{""error"": ""inappropriate_for_context"", ""score"": 0.095, ""prob"": 0.1, ""conf"": 95.0}, {""error"": ""awkward"", ""score"": 0.095, ""prob"": 0.1, ""conf"": 95.0}, {""error"": ""punctuation"", ""score"": 0.09000000000000001, ""prob"": 0.1, ""conf"": 90.0}, {""error"": ""grammar"", ""score"": 0.045000000000000005, ""prob"": 0.05, ""conf"": 90.0}, {""error"": ""register"", ""score"": 0.045000000000000005, ""prob"": 0.05, ""conf"": 90.0}, {""error"": ""addition"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""omission"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""mistranslation"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""untranslated_text"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""spelling"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""inconsistency"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""characterEncoding"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""inconsistency_use"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}]"
439,"Nature-based tourism attracts people interested in visiting natural areas for the purpose of enjoying the scenery, including plant and animal wildlife.","प्रकृति आधारित पर्यटन, प्राकृतिक दृश्यों को देखने में रूचि रखने वाले लोगों को आकर्षित करने के उद्देश्य से आकर्षित करता है, जिसमें पौधे और पशु वन्यजीव शामिल हैं।","प्रकृति आधारित पर्यटन उन लोगों को आकर्षित करता है जो प्राकृतिक दृश्यों का आनंद लेने के लिए प्राकृतिक क्षेत्रों का दौरा करने में रुचि रखते हैं, जिनमें पौधे और पशु वन्य जीवन शामिल हैं।",[],"[""awkward"", ""punctuation"", ""grammar"", ""register"", ""inappropriate_for_context""]",[],0,0,,0.0,,,"[{""error"": ""awkward"", ""score"": 0.24, ""prob"": 0.3, ""conf"": 80.0}, {""error"": ""punctuation"", ""score"": 0.095, ""prob"": 0.1, ""conf"": 95.0}, {""error"": ""grammar"", ""score"": 0.095, ""prob"": 0.1, ""conf"": 95.0}, {""error"": ""register"", ""score"": 0.0475, ""prob"": 0.05, ""conf"": 95.0}, {""error"": ""inappropriate_for_context"", ""score"": 0.0475, ""prob"": 0.05, ""conf"": 95.0}, {""error"": ""addition"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""omission"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""mistranslation"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""untranslated_text"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""spelling"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""inconsistency"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""characterEncoding"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""inconsistency_use"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 100.0}]"
440,"In 2002 Goma was destroyed by lava from the Nyiragongo volcano which buried most of the town’s streets, particularly the town centre.","2002 में गोमा को न्यिरगोंगो ज्वालामुखी ने लावा द्वारा नष्ट कर दिया गया था, जिसने शहर की अधिकांश सड़कों, विशेष रूप से शहर के बीच के भाग को दफन कर दिया था।","२००२ में गोमा को न्यारगोन्गो ज्वालामुखी से लावा ने नष्ट कर दिया था, जिसने शहर की अधिकांश सड़कों, विशेष रूप से शहर के केंद्र को दफन कर दिया था ।",[],"[""awkward"", ""mistranslation"", ""inappropriate_for_context"", ""grammar"", ""register""]",[],0,0,,0.0,,,"[{""error"": ""awkward"", ""score"": 0.21, ""prob"": 0.3, ""conf"": 70.0}, {""error"": ""mistranslation"", ""score"": 0.095, ""prob"": 0.1, ""conf"": 95.0}, {""error"": ""inappropriate_for_context"", ""score"": 0.095, ""prob"": 0.1, ""conf"": 95.0}, {""error"": ""grammar"", ""score"": 0.045000000000000005, ""prob"": 0.05, ""conf"": 90.0}, {""error"": ""register"", ""score"": 0.045000000000000005, ""prob"": 0.05, ""conf"": 90.0}, {""error"": ""addition"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""omission"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""untranslated_text"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""punctuation"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""spelling"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""inconsistency"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""characterEncoding"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""inconsistency_use"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}]"
441,Vatican City's population is around 800. It is the smallest independent country in the world and the country with the lowest population.,वेटिकन सिटी की जनसंख्या लगभग 800 है. यह विश्व का सबसे कम जनसंख्या वाला सबसे छोटा स्वतंत्र राष्ट्र है.,वैटिकन सिटी की आबादी करीब 800 के आसपास है।यह दुनिया का सबसे छोटा स्वतंत्र देश है और सबसे कम आबादी वाला देश है।,"[""grammar""]","[""awkward"", ""omission"", ""mistranslation"", ""inappropriate_for_context"", ""grammar""]","[""grammar""]",1,1,1.0,0.2,False,True,"[{""error"": ""awkward"", ""score"": 0.22499999999999998, ""prob"": 0.3, ""conf"": 75.0}, {""error"": ""omission"", ""score"": 0.095, ""prob"": 0.1, ""conf"": 95.0}, {""error"": ""mistranslation"", ""score"": 0.095, ""prob"": 0.1, ""conf"": 95.0}, {""error"": ""inappropriate_for_context"", ""score"": 0.095, ""prob"": 0.1, ""conf"": 95.0}, {""error"": ""grammar"", ""score"": 0.045000000000000005, ""prob"": 0.05, ""conf"": 90.0}, {""error"": ""addition"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""untranslated_text"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""punctuation"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""spelling"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 100.0}, {""error"": ""register"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""inconsistency"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""characterEncoding"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 100.0}, {""error"": ""inconsistency_use"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}]"
442,"In 1683, Qing dynasty (1644-1912) forces take control of Taiwan’s western and northern coastal areas and declared Taiwan as a province of the Qing Empire in 1885.",1683 में चिंग राजवंश (1644-1912) ने ताइवान के पश्चिमी और उत्तरी तटीय क्षेत्रों में जबरन कब्ज़ा कर लिया और 1885 में ताइवान को साम्राज्य का प्रांत घोषित किया.,"1683 में, किंग राजवंश (1644-1912) की सेनाओं ने ताइवान के पश्चिमी और उत्तरी तटीय क्षेत्रों पर नियंत्रण कर लिया और 1885 में ताइवान को किंग साम्राज्य का एक प्रांत घोषित कर दिया।",[],"[""inappropriate_for_context"", ""awkward"", ""mistranslation"", ""register"", ""grammar""]",[],0,0,,0.0,,,"[{""error"": ""inappropriate_for_context"", ""score"": 0.855, ""prob"": 0.9, ""conf"": 95.0}, {""error"": ""awkward"", ""score"": 0.63, ""prob"": 0.7, ""conf"": 90.0}, {""error"": ""mistranslation"", ""score"": 0.17, ""prob"": 0.2, ""conf"": 85.0}, {""error"": ""register"", ""score"": 0.09000000000000001, ""prob"": 0.1, ""conf"": 90.0}, {""error"": ""grammar"", ""score"": 0.045000000000000005, ""prob"": 0.05, ""conf"": 90.0}, {""error"": ""addition"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""omission"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 90.0}, {""error"": ""untranslated_text"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""punctuation"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""spelling"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""inconsistency"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""characterEncoding"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""inconsistency_use"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}]"
443,"The modern city of Casablanca was founded by Berber fishermen in the 10th century BCE, and was used by the Phoenicians, Romans, and the Merenids as a strategic port called Anfa.","आधुनिक शहर कासाब्लांका की स्थापना 10 वीं शताब्दी ईसा पूर्व में बर्बर मछुआरों ने की थी, और इसे फोनेशियन, रोमनों और मेरिनेड्स द्वारा एक रणनीतिक बंदरगाह के रूप में इस्तेमाल किया गया था जिसे अनफा कहा जाता था.","आधुनिक शहर कैसाब्लांका 10 वीं शताब्दी ईसा पूर्व में बर्बर मछुआरों द्वारा स्थापित किया गया था, और फोनीशियाई, रोमन और मेरेनिड्स द्वारा अनफा नामक एक रणनीतिक बंदरगाह के रूप में इसका उपयोग किया गया था।","[""spelling"", ""untranslated_text""]","[""inappropriate_for_context"", ""grammar"", ""spelling"", ""awkward"", ""inconsistency_use""]","[""spelling""]",2,1,0.5,0.2,False,False,"[{""error"": ""inappropriate_for_context"", ""score"": 0.095, ""prob"": 0.1, ""conf"": 95.0}, {""error"": ""grammar"", ""score"": 0.09000000000000001, ""prob"": 0.1, ""conf"": 90.0}, {""error"": ""spelling"", ""score"": 0.085, ""prob"": 0.1, ""conf"": 85.0}, {""error"": ""awkward"", ""score"": 0.08000000000000002, ""prob"": 0.1, ""conf"": 80.0}, {""error"": ""inconsistency_use"", ""score"": 0.0475, ""prob"": 0.05, ""conf"": 95.0}, {""error"": ""addition"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""omission"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""mistranslation"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""untranslated_text"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""punctuation"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""register"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""inconsistency"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""characterEncoding"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}]"
444,"Some roads have been damaged, railway service interrupted in the affected areas, and the Noto Airport in Ishikawa prefecture remains closed.","कुछ सड़कें क्षतिग्रस्त हो गई हैं, प्रभावित क्षेत्रों में रेल सेवा बाधित हुई, और इशिकावा प्रांत में नोटो हवाई अड्डा बंद है.","कुछ सड़कों को क्षतिग्रस्त किया गया है, प्रभावित क्षेत्रों में रेल सेवा बाधित हो गई है और इशिकावा प्रांत में नोटो हवाई अड्डा बंद है।",[],"[""awkward"", ""omission"", ""mistranslation"", ""inappropriate_for_context"", ""punctuation""]",[],0,0,,0.0,,,"[{""error"": ""awkward"", ""score"": 0.22499999999999998, ""prob"": 0.3, ""conf"": 75.0}, {""error"": ""omission"", ""score"": 0.095, ""prob"": 0.1, ""conf"": 95.0}, {""error"": ""mistranslation"", ""score"": 0.095, ""prob"": 0.1, ""conf"": 95.0}, {""error"": ""inappropriate_for_context"", ""score"": 0.095, ""prob"": 0.1, ""conf"": 95.0}, {""error"": ""punctuation"", ""score"": 0.085, ""prob"": 0.1, ""conf"": 85.0}, {""error"": ""register"", ""score"": 0.085, ""prob"": 0.1, ""conf"": 85.0}, {""error"": ""grammar"", ""score"": 0.08000000000000002, ""prob"": 0.1, ""conf"": 80.0}, {""error"": ""addition"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""untranslated_text"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""spelling"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""inconsistency"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 90.0}, {""error"": ""characterEncoding"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""inconsistency_use"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}]"
445,"During his trip, Iwasaki ran into trouble on many occasions.","अपनी यात्रा के दौरान, इवासाकी कई मौकों पर परेशानियों में फंस गया था.",अपनी यात्रा के दौरान इवासाकी कई मौकों पर मुसीबत में घिर गई।,"[""grammar""]","[""grammar"", ""awkward"", ""punctuation"", ""mistranslation"", ""inappropriate_for_context""]","[""grammar""]",1,1,1.0,0.2,False,True,"[{""error"": ""grammar"", ""score"": 0.855, ""prob"": 0.9, ""conf"": 95.0}, {""error"": ""awkward"", ""score"": 0.855, ""prob"": 0.9, ""conf"": 95.0}, {""error"": ""punctuation"", ""score"": 0.48, ""prob"": 0.6, ""conf"": 80.0}, {""error"": ""mistranslation"", ""score"": 0.09000000000000001, ""prob"": 0.1, ""conf"": 90.0}, {""error"": ""inappropriate_for_context"", ""score"": 0.085, ""prob"": 0.1, ""conf"": 85.0}, {""error"": ""inconsistency"", ""score"": 0.0475, ""prob"": 0.05, ""conf"": 95.0}, {""error"": ""addition"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 90.0}, {""error"": ""omission"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 90.0}, {""error"": ""untranslated_text"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 100.0}, {""error"": ""spelling"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 100.0}, {""error"": ""register"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""characterEncoding"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}, {""error"": ""inconsistency_use"", ""score"": 0.0, ""prob"": 0.0, ""conf"": 95.0}]"
